X,Y,FID,OBJECTID,Year,Region,StatArea,Section,LocationCo,LocationNa,SpawnNumbe,Eastings,Northings,Longitude,Latitude,Start,End_,Length,Width,Method,SurfSI,MacroSI,UnderSI,CombinedSI,gis_date,decade,year_txt
-13819858.706,6319034.8108,1,14042,1958,SoG,17,172,995,Nanoose Bay,4, , ,-124.145903,49.259655,19580306000000,NA,923,91,Surface,293.1499957,0,0,293.1499957,1958/01/02,1950s,1958
-13819858.706,6319034.8108,2,14043,1958,SoG,17,172,995,Nanoose Bay,5, , ,-124.145903,49.259655,19580313000000,NA,4113,18,Surface,1306.311953,0,0,1306.311953,1958/01/02,1950s,1958
-13824626.4085,6320327.4899,3,14044,1958,SoG,17,172,999,Nanoose Bay Hd,1, , ,-124.188732,49.267233,19580302000000,NA,457,9,Surface,313.2256216,0,0,313.2256216,1958/01/02,1950s,1958
-13824626.4085,6320327.4899,4,14045,1958,SoG,17,172,999,Nanoose Bay Hd,2, , ,-124.188732,49.267233,19580312000000,NA,4113,18,Surface,1306.311953,0,0,1306.311953,1958/01/02,1950s,1958
-13814611.2166,6319034.8108,5,14046,1958,SoG,17,172,1000,Nanoose Bay Entr,1, , ,-124.098764,49.259655,19580326000000,NA,927,5,Surface,29.37477575,0,0,29.37477575,1958/01/02,1950s,1958
-13781352.9602,6273306.089,6,14047,1958,SoG,17,173,940,Ladysmith Hrbr,1, , ,-123.8,48.990833,19580219000000,NA,91,5,Surface,5.707140784,0,0,5.707140784,1958/01/02,1950s,1958
-13781352.9602,6273306.089,7,14048,1958,SoG,17,173,940,Ladysmith Hrbr,2, , ,-123.8,48.990833,19580409000000,NA,1005,5,Surface,63.02941196,0,0,63.02941196,1958/01/02,1950s,1958
-13781352.9602,6273306.089,8,14049,1958,SoG,17,173,940,Ladysmith Hrbr,3, , ,-123.8,48.990833,19580409000000,NA,1005,5,Surface,63.02941196,0,0,63.02941196,1958/01/02,1950s,1958
-13775385.011,6281321.1697,9,14050,1958,SoG,17,173,941,Yellow Pt,1, , ,-123.746389,49.038056,19580323000000,NA,658,34,Surface,62.79346598,0,0,62.79346598,1958/01/02,1950s,1958
-13775385.011,6281321.1697,10,14051,1958,SoG,17,173,941,Yellow Pt,2, , ,-123.746389,49.038056,19580323000000,NA,823,5,Surface,78.53954787,0,0,78.53954787,1958/01/02,1950s,1958
-13776590.935,6272599.3656,11,14052,1958,SoG,17,173,953,Coffin Pt (Is),1, , ,-123.757222,48.986667,19580227000000,NA,274,4,Surface,20.98273715,0,0,20.98273715,1958/01/02,1950s,1958
-13776590.935,6272599.3656,12,14053,1958,SoG,17,173,953,Coffin Pt (Is),2, , ,-123.757222,48.986667,19580227000000,NA,274,5,Surface,20.98273715,0,0,20.98273715,1958/01/02,1950s,1958
-13777611.4008,6272410.9047,13,14056,1958,SoG,17,173,985,Evening Cv,1, , ,-123.766389,48.985556,19580219000000,NA,91,4,Surface,6.968719274,0,0,6.968719274,1958/01/02,1950s,1958
-13780363.4413,6297137.5398,14,14057,1958,SoG,17,173,986,Mudge Is,1, , ,-123.791111,49.131111,19580325000000,NA,3108,5,Surface,278.0651281,0,0,278.0651281,1958/01/02,1950s,1958
-13780363.4413,6297137.5398,15,14058,1958,SoG,17,173,986,Mudge Is,2, , ,-123.791111,49.131111,19580327000000,NA,320,28,Surface,69.28134729,0,0,69.28134729,1958/01/02,1950s,1958
-13780363.4413,6297137.5398,16,14059,1958,SoG,17,173,986,Mudge Is,3, , ,-123.791111,49.131111,19580324000000,NA,3016,37,Surface,510.8882721,0,0,510.8882721,1958/01/02,1950s,1958
-13778724.5957,6278774.4207,17,14060,1958,SoG,17,173,988,Kulleet Bay,1, , ,-123.776389,49.023056,19580310000000,NA,6215,16,Surface,1390.101972,0,0,1390.101972,1958/01/02,1950s,1958
-13778724.5957,6278774.4207,18,14061,1958,SoG,17,173,988,Kulleet Bay,2, , ,-123.776389,49.023056,19580313000000,NA,1723,55,Surface,244.0717249,0,0,244.0717249,1958/01/02,1950s,1958
-13778724.5957,6278774.4207,19,14062,1958,SoG,17,173,988,Kulleet Bay,3, , ,-123.776389,49.023056,19580313000000,NA,4570,52,Surface,1397.015683,0,0,1397.015683,1958/01/02,1950s,1958
-13737876.4652,6223173.078,20,14063,1958,SoG,18,181,1035,Colburne Pass,1, , ,-123.409444,48.694444,19580330000000,NA,731,5,Surface,29.42996386,0,0,29.42996386,1958/01/02,1950s,1958
-13742607.5435,6247615.3305,21,14064,1958,SoG,18,181,1050,Ganges Hrbr,1, , ,-123.451944,48.839167,19580304000000,NA,37,37,Surface,1.544786065,0,0,1.544786065,1958/01/02,1950s,1958
-13742607.5435,6247615.3305,22,14065,1958,SoG,18,181,1050,Ganges Hrbr,2, , ,-123.451944,48.839167,19580304000000,NA,850,14,Surface,76.58406833,0,0,76.58406833,1958/01/02,1950s,1958
-13742607.5435,6247615.3305,23,14066,1958,SoG,18,181,1050,Ganges Hrbr,3, , ,-123.451944,48.839167,19580305000000,NA,329,37,Surface,52.48517856,0,0,52.48517856,1958/01/02,1950s,1958
-13742607.5435,6247615.3305,24,14067,1958,SoG,18,181,1050,Ganges Hrbr,4, , ,-123.451944,48.839167,19580304000000,NA,941,55,Surface,150.1171824,0,0,150.1171824,1958/01/02,1950s,1958
-13742607.5435,6247615.3305,25,14068,1958,SoG,18,181,1050,Ganges Hrbr,5, , ,-123.451944,48.839167,19580304000000,NA,749,59,Surface,31.27148007,0,0,31.27148007,1958/01/02,1950s,1958
-13742607.5435,6247615.3305,26,14069,1958,SoG,18,181,1050,Ganges Hrbr,6, , ,-123.451944,48.839167,19580305000000,NA,329,110,Surface,29.64253939,0,0,29.64253939,1958/01/02,1950s,1958
-13742607.5435,6247615.3305,27,14070,1958,SoG,18,181,1050,Ganges Hrbr,7, , ,-123.451944,48.839167,19580303000000,NA,411,5,Surface,17.15965061,0,0,17.15965061,1958/01/02,1950s,1958
-13947466.3534,6491232.16,28,14855,1969,SoG,13,132,799,Small Inlt,5, , ,-125.292222,50.258889,19690421000000,NA,91,9,Surface,55.34325173,0,0,55.34325173,1969/01/02,1960s,1969
-13742607.5435,6247615.3305,29,14071,1958,SoG,18,181,1050,Ganges Hrbr,8, , ,-123.451944,48.839167,19580305000000,NA,1645,14,Surface,148.2126969,0,0,148.2126969,1958/01/02,1950s,1958
-13742607.5435,6247615.3305,30,14072,1958,SoG,18,181,1050,Ganges Hrbr,9, , ,-123.451944,48.839167,19580305000000,NA,466,18,Surface,41.98608922,0,0,41.98608922,1958/01/02,1950s,1958
-13742065.3063,6250294.3227,31,14073,1958,SoG,18,181,1051,Long Hrbr,1, , ,-123.447073,48.855004,19580226000000,NA,457,5,Surface,19.08019545,0,0,19.08019545,1958/01/02,1950s,1958
-13742065.3063,6250294.3227,32,14074,1958,SoG,18,181,1051,Long Hrbr,2, , ,-123.447073,48.855004,19580227000000,NA,174,27,Surface,3.216331972,0,0,3.216331972,1958/01/02,1950s,1958
-13742065.3063,6250294.3227,33,14075,1958,SoG,18,181,1051,Long Hrbr,3, , ,-123.447073,48.855004,19580227000000,NA,119,18,Surface,2.199675314,0,0,2.199675314,1958/01/02,1950s,1958
-13742065.3063,6250294.3227,34,14076,1958,SoG,18,181,1051,Long Hrbr,4, , ,-123.447073,48.855004,19580228000000,NA,183,18,Surface,16.48809942,0,0,16.48809942,1958/01/02,1950s,1958
-13742065.3063,6250294.3227,35,14077,1958,SoG,18,181,1051,Long Hrbr,5, , ,-123.447073,48.855004,19580225000000,NA,274,14,Surface,5.064798623,0,0,5.064798623,1958/01/02,1950s,1958
-13742065.3063,6250294.3227,36,14078,1958,SoG,18,181,1051,Long Hrbr,6, , ,-123.447073,48.855004,19580228000000,NA,229,69,Surface,20.632649,0,0,20.632649,1958/01/02,1950s,1958
-13742065.3063,6250294.3227,37,14079,1958,SoG,18,181,1051,Long Hrbr,7, , ,-123.447073,48.855004,19580225000000,NA,466,9,Surface,8.613854593,0,0,8.613854593,1958/01/02,1950s,1958
-13735526.3994,6245360.4034,38,14080,1958,SoG,18,181,1053,Annette Inlt,1, , ,-123.388333,48.825833,19580219000000,NA,18,5,Surface,0.320840997,0,0,0.320840997,1958/01/02,1950s,1958
-13735526.3994,6245360.4034,39,14081,1958,SoG,18,181,1053,Annette Inlt,2, , ,-123.388333,48.825833,19580306000000,NA,274,50,Surface,42.14995125,0,0,42.14995125,1958/01/02,1950s,1958
-13735526.3994,6245360.4034,40,14082,1958,SoG,18,181,1053,Annette Inlt,3, , ,-123.388333,48.825833,19580306000000,NA,411,2,Surface,35.70812631,0,0,35.70812631,1958/01/02,1950s,1958
-13735526.3994,6245360.4034,41,14083,1958,SoG,18,181,1053,Annette Inlt,4, , ,-123.388333,48.825833,19580305000000,NA,69,14,Surface,5.994794928,0,0,5.994794928,1958/01/02,1950s,1958
-13735526.3994,6245360.4034,42,14084,1958,SoG,18,181,1053,Annette Inlt,5, , ,-123.388333,48.825833,19580306000000,NA,292,2,Surface,25.36927709,0,0,25.36927709,1958/01/02,1950s,1958
-13735526.3994,6245360.4034,43,14085,1958,SoG,18,181,1053,Annette Inlt,6, , ,-123.388333,48.825833,19580305000000,NA,274,11,Surface,11.03120396,0,0,11.03120396,1958/01/02,1950s,1958
-13736887.0575,6247004.6111,44,14086,1958,SoG,18,181,1054,Selby Cv,1, , ,-123.400556,48.835556,19580305000000,NA,731,14,Surface,63.51007381,0,0,63.51007381,1958/01/02,1950s,1958
-13736887.0575,6247004.6111,45,14087,1958,SoG,18,181,1054,Selby Cv,2, , ,-123.400556,48.835556,19580308000000,NA,663,178,Surface,101.9905755,0,0,101.9905755,1958/01/02,1950s,1958
-13735650.0753,6244843.8535,46,14088,1958,SoG,18,181,1055,Glenthorne Pass,1, , ,-123.389444,48.822778,19580307000000,NA,1302,27,Surface,294.6210941,0,0,294.6210941,1958/01/02,1950s,1958
-13735650.0753,6244843.8535,47,14089,1958,SoG,18,181,1055,Glenthorne Pass,2, , ,-123.389444,48.822778,19580228000000,NA,457,5,Surface,39.70465626,0,0,39.70465626,1958/01/02,1950s,1958
-13735650.0753,6244843.8535,48,14090,1958,SoG,18,181,1055,Glenthorne Pass,3, , ,-123.389444,48.822778,19580228000000,NA,457,5,Surface,39.70465626,0,0,39.70465626,1958/01/02,1950s,1958
-13744205.6461,6248489.45799999,49,14091,1958,SoG,18,181,1057,Chain Is,1, , ,-123.4663,48.844335,19580201000000,NA,37,3,Surface,0.683932661,0,0,0.683932661,1958/01/02,1950s,1958
-13744205.6461,6248489.45799999,50,14092,1958,SoG,18,181,1057,Chain Is,2, , ,-123.4663,48.844335,19580219000000,NA,18,5,Surface,0.332723997,0,0,0.332723997,1958/01/02,1950s,1958
-13744205.6461,6248489.45799999,51,14093,1958,SoG,18,181,1057,Chain Is,3, , ,-123.4663,48.844335,19580201000000,NA,37,3,Surface,0.683932661,0,0,0.683932661,1958/01/02,1950s,1958
-13741308.8903,6248695.9939,52,14094,1958,SoG,18,181,1058,Welbury Bay,1, , ,-123.440278,48.845556,19580220000000,NA,731,18,Surface,65.86229876,0,0,65.86229876,1958/01/02,1950s,1958
-13741308.8903,6248695.9939,53,14095,1958,SoG,18,181,1058,Welbury Bay,2, , ,-123.440278,48.845556,19580220000000,NA,731,18,Surface,65.86229876,0,0,65.86229876,1958/01/02,1950s,1958
-13714530.3189,6239679.0719,54,14097,1958,SoG,18,182,1041,Boot Cv,1, , ,-123.199722,48.792222,19580323000000,NA,91,5,Surface,11.3542064,0,0,11.3542064,1958/01/02,1950s,1958
-13752595.4622,6195205.0551,55,14098,1958,SoG,19,191,1010,Finlayson Arm,1, , ,-123.541667,48.528333,19580325000000,NA,731,9,Surface,41.41994913,0,0,41.41994913,1958/01/02,1950s,1958
-13753698.0817,6188558.9012,56,14099,1958,SoG,19,191,1028,Goldstream Flats +,1, , ,-123.551572,48.488779,19580407000000,NA,137,69,Surface,16.75196049,0,0,16.75196049,1958/01/02,1950s,1958
-13753698.0817,6188558.9012,57,14100,1958,SoG,19,191,1028,Goldstream Flats +,2, , ,-123.551572,48.488779,19580327000000,NA,302,137,Surface,65.38427151,0,0,65.38427151,1958/01/02,1950s,1958
-13743782.6321,6216476.7285,58,14101,1958,SoG,19,191,1029,Patricia Bay,1, , ,-123.4625,48.654722,19580315000000,NA,914,27,Surface,51.78910193,0,0,51.78910193,1958/01/02,1950s,1958
-13743782.6321,6216476.7285,59,14102,1958,SoG,19,191,1029,Patricia Bay,2, , ,-123.4625,48.654722,19580315000000,NA,393,47,Surface,22.26818059,0,0,22.26818059,1958/01/02,1950s,1958
-13743782.6321,6216476.7285,60,14103,1958,SoG,19,191,1029,Patricia Bay,3, , ,-123.4625,48.654722,19580315000000,NA,1133,151,Surface,28.42281542,0,0,28.42281542,1958/01/02,1950s,1958
-13745112.2321,6218677.13139999,61,14104,1958,SoG,19,191,1030,Towner Bay,1, , ,-123.474444,48.667778,19580312000000,NA,91,18,Surface,2.282856314,0,0,2.282856314,1958/01/02,1950s,1958
-13746720.2421,6220269.1385,62,14105,1958,SoG,19,191,1031,Coal Pt,1, , ,-123.488889,48.677222,19580325000000,NA,183,14,Surface,4.590798961,0,0,4.590798961,1958/01/02,1950s,1958
-13746720.2421,6220269.1385,63,14106,1958,SoG,19,191,1031,Coal Pt,2, , ,-123.488889,48.677222,19580313000000,NA,183,14,Surface,4.590798961,0,0,4.590798961,1958/01/02,1950s,1958
-13685892.2667,6330788.4693,64,14107,1958,SoG,19,191,1036,Deep Cv,1, , ,-122.942462,49.328515,19580313000000,NA,91,14,Surface,2.282856314,0,0,2.282856314,1958/01/02,1950s,1958
-13685892.2667,6330788.4693,65,14108,1958,SoG,19,191,1036,Deep Cv,2, , ,-122.942462,49.328515,19580313000000,NA,114,69,Surface,6.459472232,0,0,6.459472232,1958/01/02,1950s,1958
-13949507.2849,6497038.1934,66,14109,1959,SoG,13,132,760,Chonat Bay,1, , ,-125.310556,50.292222,19590421000000,NA,183,1,Surface,22.8331843,0,0,22.8331843,1959/01/02,1950s,1959
-13953341.5735,6490409.9976,67,14110,1959,SoG,13,132,800,Kanish Bay,1, , ,-125.345,50.254167,19590411000000,NA,1854,5,Surface,1127.542733,0,0,1127.542733,1959/01/02,1950s,1959
-13931263.2449,6448296.6051,68,14111,1959,SoG,13,135,803,Francisco Pt,1, , ,-125.146667,50.011667,19590318000000,NA,1828,14,Surface,1256.727053,0,0,1256.727053,1959/01/02,1950s,1959
-13901176.0356,6396681.8386,69,14112,1959,SoG,14,141,815,Kye Bay,1, , ,-124.876389,49.712778,19590321000000,NA,548,37,Surface,403.6603524,0,0,403.6603524,1959/01/02,1950s,1959
-13883952.4613,6362511.741,70,14113,1959,SoG,14,142,811,Lambert Chnl,1, , ,-124.721667,49.513889,19590304000000,NA,1828,46,Surface,1905.823501,0,0,1905.823501,1959/01/02,1950s,1959
-13883952.4613,6362511.741,71,14114,1959,SoG,14,142,811,Lambert Chnl,2, , ,-124.721667,49.513889,19590406000000,NA,183,69,Surface,88.41067118,0,0,88.41067118,1959/01/02,1950s,1959
-13899351.6204,6394721.3832,72,14115,1959,SoG,14,142,814,Cape Lazo,1, , ,-124.86,49.701389,19590321000000,NA,1554,137,Surface,12476.86894,0,0,12476.86894,1959/01/02,1950s,1959
-13885981.4817,6353268.5542,73,14116,1959,SoG,14,142,817,Deep Bay,1, , ,-124.739894,49.459949,19590307000000,NA,457,46,Surface,87.22375062,0,0,87.22375062,1959/01/02,1950s,1959
-13908628.2076,6387986.28239999,74,14117,1959,SoG,14,142,820,Comox Hrbr,1, , ,-124.943333,49.662242,19590408000000,NA,229,9,Surface,54.42413953,0,0,54.42413953,1959/01/02,1950s,1959
-13908628.2076,6387986.28239999,75,14118,1959,SoG,14,142,820,Comox Hrbr,2, , ,-124.943333,49.662242,19590322000000,NA,914,69,Surface,1874.698562,0,0,1874.698562,1959/01/02,1950s,1959
-13902120.6928,6374779.5722,76,14119,1959,SoG,14,142,827,Union Bay,1, , ,-124.884875,49.585388,19590411000000,NA,1828,46,Surface,388.5846593,0,0,388.5846593,1959/01/02,1950s,1959
-13902120.6928,6374779.5722,77,14120,1959,SoG,14,142,827,Union Bay,2, , ,-124.884875,49.585388,19590323000000,NA,2285,69,Surface,2367.573948,0,0,2367.573948,1959/01/02,1950s,1959
-13902120.6928,6374779.5722,78,14121,1959,SoG,14,142,827,Union Bay,3, , ,-124.884875,49.585388,19590328000000,NA,1828,69,Surface,877.6889906,0,0,877.6889906,1959/01/02,1950s,1959
-13892297.0817,6373811.034,79,14122,1959,SoG,14,142,837,Komas Bluff,1, , ,-124.796628,49.579747,19590304000000,NA,914,46,Surface,952.9117504,0,0,952.9117504,1959/01/02,1950s,1959
-13882752.4372,6362146.5499,80,14123,1959,SoG,14,142,838,Shingle Spit,1, , ,-124.710887,49.511759,19590323000000,NA,320,18,Surface,108.7911113,0,0,108.7911113,1959/01/02,1950s,1959
-13882752.4372,6362146.5499,81,14124,1959,SoG,14,142,838,Shingle Spit,2, , ,-124.710887,49.511759,19590323000000,NA,320,18,Surface,108.7911113,0,0,108.7911113,1959/01/02,1950s,1959
-13882752.4372,6362146.5499,82,14125,1959,SoG,14,142,838,Shingle Spit,3, , ,-124.710887,49.511759,19590304000000,NA,320,18,Surface,234.7720011,0,0,234.7720011,1959/01/02,1950s,1959
-13854479.8469,6335433.8647,83,14126,1959,SoG,14,143,810,Qualicum Beach,1, , ,-124.45691,49.355704,19590304000000,NA,457,46,Surface,399.9876483,0,0,399.9876483,1959/01/02,1950s,1959
-13871426.4583,6342822.1677,84,14127,1959,SoG,14,143,831,Big Qualicum Rvr,1, , ,-124.609144,49.398916,19590303000000,NA,9140,46,Surface,10117.33463,0,0,10117.33463,1959/01/02,1950s,1959
-13843375.5051,6334365.6185,85,14128,1959,SoG,14,143,834,French Cr,1, , ,-124.357158,49.349453,19590319000000,NA,366,137,Surface,109.4543121,0,0,109.4543121,1959/01/02,1950s,1959
-13799906.5797,6308865.5971,86,13634,1954,SoG,17,172,920,Departure Bay,1, , ,-123.96667,49.2,19540402000000,NA,183,11,Surface,2.899451975,0,0,2.899451975,1954/01/02,1950s,1954
-13905411.7422,6467994.7351,87,14129,1959,SoG,15,151,846,Squirrel Cv,1, , ,-124.914439,50.125247,19590320000000,NA,183,6,Surface,51.57289152,0,0,51.57289152,1959/01/02,1950s,1959
-13870631.1918,6427869.5849,88,14130,1959,SoG,15,152,851,Sliammon Village,1, , ,-124.602,49.8936,19590320000000,NA,137,9,Surface,13.89114573,0,0,13.89114573,1959/01/02,1950s,1959
-13894589.5953,6435987.5446,89,14131,1959,SoG,15,152,854,Savary Is,1, , ,-124.817222,49.940556,19590401000000,NA,2011,9,Surface,488.7741877,0,0,488.7741877,1959/01/02,1950s,1959
-13811934.8734,6415736.2577,90,14132,1959,SoG,16,162,886,St Vincent Bay,1, , ,-124.074722,49.823333,19590403000000,NA,137,5,Surface,38.60921387,0,0,38.60921387,1959/01/02,1950s,1959
-13834198.7715,6406921.7526,91,14133,1959,SoG,16,162,894,Thunder Bay,1, , ,-124.274722,49.772222,19590404000000,NA,229,12,Surface,64.53656917,0,0,64.53656917,1959/01/02,1950s,1959
-13808174.2783,6382287.8674,92,14134,1959,SoG,16,163,871,Pender Hrbr,1, , ,-124.04094,49.629096,19590325000000,NA,731,4,Surface,58.85992772,0,0,58.85992772,1959/01/02,1950s,1959
-13808174.2783,6382287.8674,93,14135,1959,SoG,16,163,871,Pender Hrbr,2, , ,-124.04094,49.629096,19590325000000,NA,183,4,Surface,31.79847745,0,0,31.79847745,1959/01/02,1950s,1959
-13807976.9089,6379388.4017,94,14136,1959,SoG,16,163,883,Bargain Bay,1, , ,-124.039167,49.612222,19590309000000,NA,183,27,Surface,14.73511186,0,0,14.73511186,1959/01/02,1950s,1959
-13808131.5316,6380724.7736,95,14137,1959,SoG,16,163,884,Gerrans Bay,1, , ,-124.040556,49.62,19590307000000,NA,914,4,Surface,32.58318572,0,0,32.58318572,1959/01/02,1950s,1959
-13808131.5316,6380724.7736,96,14138,1959,SoG,16,163,884,Gerrans Bay,2, , ,-124.040556,49.62,19590309000000,NA,91,18,Surface,15.81235764,0,0,15.81235764,1959/01/02,1950s,1959
-13808131.5316,6380724.7736,97,14139,1959,SoG,16,163,884,Gerrans Bay,3, , ,-124.040556,49.62,19590418000000,NA,183,5,Surface,6.523766944,0,0,6.523766944,1959/01/02,1950s,1959
-13775846.2076,6462086.6423,98,14140,1959,SoG,16,164,882,Deserted Bay,1, , ,-123.750532,50.091209,19590415000000,NA,366,4,Surface,45.66636861,0,0,45.66636861,1959/01/02,1950s,1959
-13775846.2076,6462086.6423,99,14141,1959,SoG,16,164,882,Deserted Bay,2, , ,-123.750532,50.091209,19590415000000,NA,46,9,Surface,5.739488951,0,0,5.739488951,1959/01/02,1950s,1959
-13790289.4663,6431856.5214,100,14142,1959,SoG,16,164,895,Vancouver Bay,1, , ,-123.880278,49.916667,19590415000000,NA,457,5,Surface,57.02057501,0,0,57.02057501,1959/01/02,1950s,1959
-13790289.4663,6431856.5214,101,14143,1959,SoG,16,164,895,Vancouver Bay,2, , ,-123.880278,49.916667,19590415000000,NA,457,5,Surface,57.02057501,0,0,57.02057501,1959/01/02,1950s,1959
-13778137.0514,6361083.1284,102,14144,1959,SoG,16,165,875,Porpoise Bay,1, , ,-123.771111,49.505556,19590404000000,NA,731,16,Surface,206.009747,0,0,206.009747,1959/01/02,1950s,1959
-13778137.0514,6361083.1284,103,14145,1959,SoG,16,165,875,Porpoise Bay,2, , ,-123.771111,49.505556,19590404000000,NA,1005,12,Surface,611.2084394,0,0,611.2084394,1959/01/02,1950s,1959
-13778137.0514,6361083.1284,104,14146,1959,SoG,16,165,875,Porpoise Bay,3, , ,-123.771111,49.505556,19590404000000,NA,274,9,Surface,34.18739071,0,0,34.18739071,1959/01/02,1950s,1959
-13794335.3732,6402675.5338,105,14147,1959,SoG,16,165,885,Secret Bay,1, , ,-123.916623,49.747581,19590313000000,NA,91,9,Surface,25.64553622,0,0,25.64553622,1959/01/02,1950s,1959
-13780959.3345,6362276.3367,106,14148,1959,SoG,16,165,890,Snake Bay,1, , ,-123.796464,49.512516,19590404000000,NA,914,9,Surface,257.5826385,0,0,257.5826385,1959/01/02,1950s,1959
-13784135.9475,6388364.9847,107,14149,1959,SoG,16,165,891,Storm Bay,1, , ,-123.825,49.664444,19590420000000,NA,366,14,Surface,45.66636861,0,0,45.66636861,1959/01/02,1950s,1959
-13779064.6768,6364035.9428,108,14150,1959,SoG,16,165,893,Four Mile Pt,1, , ,-123.779444,49.522778,19590404000000,NA,731,14,Surface,444.5705166,0,0,444.5705166,1959/01/02,1950s,1959
-13812862.61,6318619.824,109,14151,1959,SoG,17,172,997,Blunden Pt,1, , ,-124.083056,49.257222,19590412000000,NA,457,4,Surface,64.26128295,0,0,64.26128295,1959/01/02,1950s,1959
-13812862.61,6318619.824,110,14152,1959,SoG,17,172,997,Blunden Pt,2, , ,-124.083056,49.257222,19590404000000,NA,3656,4,Surface,514.0902636,0,0,514.0902636,1959/01/02,1950s,1959
-13824626.4085,6320327.4899,111,14153,1959,SoG,17,172,999,Nanoose Bay Hd,1, , ,-124.188732,49.267233,19590316000000,NA,457,46,Surface,145.1457725,0,0,145.1457725,1959/01/02,1950s,1959
-13814611.2166,6319034.8108,112,14154,1959,SoG,17,172,1000,Nanoose Bay Entr,1, , ,-124.098764,49.259655,19590319000000,NA,274,5,Surface,42.3207423,0,0,42.3207423,1959/01/02,1950s,1959
-13814611.2166,6319034.8108,113,14155,1959,SoG,17,172,1000,Nanoose Bay Entr,2, , ,-124.098764,49.259655,19590325000000,NA,2285,4,Surface,352.9302779,0,0,352.9302779,1959/01/02,1950s,1959
-13781352.9602,6273306.089,114,14156,1959,SoG,17,173,940,Ladysmith Hrbr,1, , ,-123.8,48.990833,19590307000000,NA,5484,14,Surface,1676.41882,0,0,1676.41882,1959/01/02,1950s,1959
-13775385.011,6281321.1697,115,14157,1959,SoG,17,173,941,Yellow Pt,1, , ,-123.746389,49.038056,19590319000000,NA,1828,5,Surface,376.4589631,0,0,376.4589631,1959/01/02,1950s,1959
-13776590.935,6272599.3656,116,14158,1959,SoG,17,173,953,Coffin Pt (Is),1, , ,-123.757222,48.986667,19590306000000,NA,1645,14,Surface,614.0240302,0,0,614.0240302,1959/01/02,1950s,1959
-13781723.3202,6290905.525,117,14159,1959,SoG,17,173,954,Boat Hrbr,1, , ,-123.803327,49.094466,19590312000000,NA,3658,14,Surface,965.2038151,0,0,965.2038151,1959/01/02,1950s,1959
-13765428.0391,6284340.4014,118,14160,1959,SoG,17,173,960,Blackberry Pt,1, , ,-123.656944,49.055833,19590317000000,NA,1371,9,Surface,188.0762123,0,0,188.0762123,1959/01/02,1950s,1959
-13765428.0391,6284340.4014,119,14161,1959,SoG,17,173,960,Blackberry Pt,2, , ,-123.656944,49.055833,19590308000000,NA,2559,27,Surface,757.5644554,0,0,757.5644554,1959/01/02,1950s,1959
-13760202.257,6277595.5359,120,14162,1959,SoG,17,173,961,Cardale Pt,1, , ,-123.61,49.016111,19590314000000,NA,2742,5,Surface,811.7396392,0,0,811.7396392,1959/01/02,1950s,1959
-13768042.7113,6271557.031,121,14163,1959,SoG,17,173,964,Preedy Hrbr,1, , ,-123.680432,48.980522,19590309000000,NA,274,9,Surface,29.4165439,0,0,29.4165439,1959/01/02,1950s,1959
-13777611.4008,6272410.9047,122,14164,1959,SoG,17,173,985,Evening Cv,1, , ,-123.766389,48.985556,19590318000000,NA,1371,9,Surface,237.139572,0,0,237.139572,1959/01/02,1950s,1959
-13780363.4413,6297137.5398,123,14165,1959,SoG,17,173,986,Mudge Is,1, , ,-123.791111,49.131111,19590306000000,NA,4572,18,Surface,559.0508275,0,0,559.0508275,1959/01/02,1950s,1959
-13780363.4413,6297137.5398,124,14166,1959,SoG,17,173,986,Mudge Is,2, , ,-123.791111,49.131111,19590322000000,NA,2742,7,Surface,335.283764,0,0,335.283764,1959/01/02,1950s,1959
-13778724.5957,6278774.4207,125,14167,1959,SoG,17,173,988,Kulleet Bay,1, , ,-123.776389,49.023056,19590217000000,NA,823,91,Surface,116.5821414,0,0,116.5821414,1959/01/02,1950s,1959
-13778724.5957,6278774.4207,126,14168,1959,SoG,17,173,988,Kulleet Bay,2, , ,-123.776389,49.023056,19590307000000,NA,274,18,Surface,17.18413819,0,0,17.18413819,1959/01/02,1950s,1959
-13778724.5957,6278774.4207,127,14169,1959,SoG,17,173,988,Kulleet Bay,3, , ,-123.776389,49.023056,19590304000000,NA,914,37,Surface,129.4727548,0,0,129.4727548,1959/01/02,1950s,1959
-13778724.5957,6278774.4207,128,14170,1959,SoG,17,173,988,Kulleet Bay,4, , ,-123.776389,49.023056,19590305000000,NA,91,9,Surface,5.707140784,0,0,5.707140784,1959/01/02,1950s,1959
-13716416.9616,6229734.1204,129,14171,1959,SoG,18,181,1034,Bedwell Hrbr,1, , ,-123.21667,48.733333,19590319000000,NA,366,5,Surface,14.73511186,0,0,14.73511186,1959/01/02,1950s,1959
-13737876.4652,6223173.078,130,14172,1959,SoG,18,181,1035,Colburne Pass,1, , ,-123.409444,48.694444,19590320000000,NA,274,9,Surface,11.03120396,0,0,11.03120396,1959/01/02,1950s,1959
-13737876.4652,6223173.078,131,14173,1959,SoG,18,181,1035,Colburne Pass,2, , ,-123.409444,48.694444,19590324000000,NA,183,37,Surface,15.89923872,0,0,15.89923872,1959/01/02,1950s,1959
-13742607.5435,6247615.3305,132,14174,1959,SoG,18,181,1050,Ganges Hrbr,1, , ,-123.451944,48.839167,19590405000000,NA,274,9,Surface,24.68709967,0,0,24.68709967,1959/01/02,1950s,1959
